Boro,OBJECTID,Type,Provider,Park_Wifi,Location,Lat,Long_,X,Y,Location_T,Remarks,City,Zip
SI,32,Limited Free,TimeWarner,Franklin D. Roosevelt Boardwalk and Beach,On the Beach Near the Soccer Field,40.5747,-74.081699999799994,961553.582782999961637,148665.737495000008494,,,Staten Island,
SI,33,Limited Free,TimeWarner,Franklin D. Roosevelt Boardwalk and Beach,On the Beach Near the Soccer Field,40.575700000200001,-74.080699999499998,961831.720349999959581,149029.804681000008713,,,Staten Island,
SI,34,Limited Free,TimeWarner,Franklin D. Roosevelt Boardwalk And Beach,On the Boardwalk Near the Soccer Field,40.575700000200001,-74.080699999499998,961831.720349999959581,149029.804681000008713,,,Staten Island,
BK,35,Limited Free,Cablevision,Manhattan Beach Park,Park seating area,40.576500000400003,-74.079599999799996,962137.562585999956354,149320.98487300000852,,,Brooklyn,
SI,36,Limited Free,TimeWarner,Franklin D. Roosevelt Boardwalk and Beach,On the Boardwalk Near Naughton Avenue,40.577099999799998,-74.0785999995,962415.553170999977738,149539.328596000006655,,,Staten Island,
SI,37,Limited Free,TimeWarner,Franklin D. Roosevelt Boardwalk And Beach,On the Boardwalk near Buel Avenue,40.577699999899998,-74.0779,962610.201731999986805,149757.749746999994386,,,Staten Island,
SI,38,Limited Free,TimeWarner,Tappen Park,Behind Edgewater Village Hall,40.627100000399999,-74.077299999700003,962792.757469999953173,167755.285601999989012,,,Staten Island,
SI,39,Limited Free,TimeWarner,Franklin D. Roosevelt Boardwalk And Beach,On the Beach Near the Seaview Avenue Entrance,40.5785000001,-74.076800000000006,962916.025596000021324,150048.939782000001287,,,Staten Island,
SI,40,Limited Free,TimeWarner,Franklin D. Roosevelt Boardwalk And Beach,South Parking Lot Near Seaview Avenue,40.579700000400003,-74.0763999996,963027.521436000009999,150486.032410999992862,,,Staten Island,
SI,41,Limited Free,TimeWarner,Tappen Park,Fountain,40.626599999600003,-74.0762,963097.94124199997168,167572.85453700000653,,,Staten Island,
SI,42,Limited Free,TimeWarner,Franklin D. Roosevelt Boardwalk And Beach,North Parking Lot Near Seaview Avenue,40.580000000399998,-74.075799999899999,963194.284554000012577,150595.185079999995651,,,Staten Island,
SI,43,Limited Free,TimeWarner,Tappen Park,Fountain,40.627100000399999,-74.075800000000001,963209.133277000044473,167754.921758000011323,,,Staten Island,
SI,44,Limited Free,TimeWarner,Franklin D. Roosevelt Boardwalk And Beach,Near South Fin Grill,40.588200000100002,-74.067499999899994,965502.159203000017442,153580.76375499999267,,,Staten Island,
BK,45,Limited Free,TimeWarner,McKinley Park,Near the Baseball Field at 77th Street,40.625000000100002,-74.017899999799994,979281.089649999979883,166981.23990600000252,,,Brooklyn,
BK,46,Limited Free,TimeWarner,McKinley Park,Near the Tennis Courts,40.625300000199999,-74.017300000299997,979447.666745000053197,167090.504451999993762,,,Brooklyn,
BK,47,Limited Free,TimeWarner,McKinley Park,Near the Comfort Station,40.626600000099998,-74.016800000499998,979586.553277999977581,167564.101930000004359,,,Brooklyn,
BK,48,Limited Free,TimeWarner,McKinley Park,Near the Basketball Courts at Bay Ridge Parkway,40.625900000100003,-74.016500000299999,979669.781130000017583,167309.057491999992635,,,Brooklyn,
BK,49,Limited Free,TimeWarner,McKinley Park,Near the 73rd Street Entrance,40.626400000399997,-74.015800000599995,979864.126214000047185,167491.185081000003265,,,Brooklyn,
BK,51,Limited Free,TimeWarner,Coffey Park,Near the Baseball Field,40.677200000200003,-74.008699999599997,981836.831913999980316,185998.752723999990849,,,Brooklyn,
BK,52,Limited Free,TimeWarner,Coffey Park,Near the Playground,40.677200000200003,-74.008699999599997,981836.831913999980316,185998.752723999990849,,,Brooklyn,
BK,53,Limited Free,TimeWarner,Coffey Park,Between the Basketball Court and Comfort Station,40.677200000200003,-74.008699999599997,981836.831913999980316,185998.752723999990849,,,Brooklyn,
BK,54,Limited Free,TimeWarner,Coffey Park,Between the Basketball Court and Comfort Station,40.677200000200003,-74.008699999599997,981836.831913999980316,185998.752723999990849,,,Brooklyn,
QU,55,Limited Free,TimeWarner,Baisley Pond Park,Near gazebo,40.676891732900003,-73.786912543200003,1043355.48808000003919,185958.21179500001017,,,Queens,
BK,56,Limited Free,TimeWarner,Red Hook Recreation Area,Near the Columbia Street and Bay Street Intersection,40.673299999800001,-74.008199999499993,981975.386754999984987,184577.857599999988452,,,Brooklyn,
BK,57,Limited Free,TimeWarner,Red Hook Recreation Area,Near the Hicks Street and Bay Street Intersection,40.673000000199998,-74.006900000100003,982335.987411999958567,184468.528094000008423,,,Brooklyn,
MN,59,Limited Free,TimeWarner,Tony Dapolto Recreation Center,Near the Pool,40.729699999899999,-74.005600000000001,982697.919102999963798,205126.002856000006432,,,New York,
BK,60,Limited Free,TimeWarner,Red Hook Recreation Area,Near the Bay Street Baseball Diamonds,40.672600000099997,-74.005499999400001,982724.32882699999027,184322.769200000009732,,,Brooklyn,
MN,61,Limited Free,TimeWarner,Tony Dapolto Recreation Center,Computer Resource Center,40.729599999599998,-74.005499999700007,982725.632630000007339,205089.567888999998104,,,New York,
MN,62,Limited Free,TimeWarner,Tony Dapolto Recreation Center,Afterschool Room,40.729566000299997,-74.005492999799998,982727.571930999984033,205077.18077499998617,,,New York,
MN,63,Limited Free,TimeWarner,Tony Dapolto Recreation Center,Basketball Court,40.729566000299997,-74.005492999799998,982727.571930999984033,205077.18077499998617,,,New York,
MN,64,Limited Free,TimeWarner,Tony Dapolto Recreation Center,Lobby,40.729566000299997,-74.005492999799998,982727.571930999984033,205077.18077499998617,,,New York,
BK,65,Limited Free,TimeWarner,Red Hook Recreation Area,Around Henry Street,40.673000000099996,-74.004899999900005,982890.773704000050202,184468.490692999999737,,,Brooklyn,
BK,66,Limited Free,TimeWarner,Red Hook Recreation Area,Near Red Hook Recreation Center,40.6722000002,-74.004100000099996,983112.674507000017911,184177.016537999996217,,,Brooklyn,
BK,67,Limited Free,TimeWarner,Red Hook Recreation Area,Between the Soccer Fields on Clinton Street,40.671199999700001,-74.003699999600002,983223.6178549999604,183812.682949000009103,,,Brooklyn,
MN,69,Limited Free,TimeWarner,Chelsea Recreation Center,Basketball Court,40.748057000400003,-74.001945000099994,983711.077509999973699,211813.995384999987436,,,New York,
MN,70,Limited Free,TimeWarner,Chelsea Recreation Center,Weight Room,40.748057000400003,-74.001945000099994,983711.077509999973699,211813.995384999987436,,,New York,
MN,71,Limited Free,TimeWarner,Chelsea Recreation Center,Cardio Room,40.748057000400003,-74.001945000099994,983711.077509999973699,211813.995384999987436,,,New York,
MN,72,Limited Free,TimeWarner,Chelsea Recreation Center,Basketball Court,40.748057000400003,-74.001945000099994,983711.077509999973699,211813.995384999987436,,,New York,
MN,73,Limited Free,TimeWarner,Chelsea Recreation Center,Third Floor,40.748100000400001,-74.001899999599999,983723.546644999994896,211829.661363999999594,,,New York,
BK,75,Limited Free,TimeWarner,Carroll Park,Track and Field,40.680599999800002,-73.995400000199993,985525.862922000000253,187237.384105000004638,,,Brooklyn,
BK,76,Limited Free,TimeWarner,Cadman Plaza Park,Track and Field - South Entrance of Brooklyn War Memorial,40.696599999999997,-73.990599999400004,986856.572858999948949,193066.757944999990286,,,Brooklyn,
MN,77,Partner Site,Partner,Union Square Park,Entire park,40.735999999699999,-73.990399999900006,986910.458577999961562,207421.38638800001354,,,New York,
MN,78,Limited Free,TimeWarner,Madison Square Park,Statue - South West of Park,40.7415000003,-73.988899999799997,987325.901317000039853,209425.259676999994554,,,New York,
MN,79,Limited Free,TimeWarner,Madison Square Park,Dog Run,40.7423999998,-73.988700000500003,987381.280471000005491,209753.165188999992097,,,New York,
MN,80,Limited Free,TimeWarner,Madison Square Park,Benches - West North of Park,40.743100000399998,-73.988300000099997,987492.08831999998074,210008.212250999989919,,,New York,
MN,81,Limited Free,TimeWarner,Madison Square Park,Bathroom,40.741099999699998,-73.987899999700005,987603.029698999947868,209279.563445999985561,,,New York,
MN,82,Limited Free,TimeWarner,Madison Square Park,Benches - East of Park,40.741899999799998,-73.987400000299999,987741.542545999982394,209571.048427000001539,,,New York,
MN,83,Limited Free,TimeWarner,Madison Square Park,Playground,40.7425000004,-73.986899999800002,987880.063266000011936,209789.668069000006653,,,New York,
BK,84,Limited Free,Cablevision,Steeplechase Park,Stark Ice Rink 1,40.5726679996,-73.986136000399995,988101.563479000004008,147915.150086000008741,,,Brooklyn,
BK,85,Limited Free,Cablevision,Steeplechase Park,Stark Ice Rink 2,40.572664999899999,-73.985936000500004,988157.125704000005499,147914.066098999988753,,,Brooklyn,
BK,86,Limited Free,Cablevision,Steeplechase Park,Stark Ice Rink 3,40.572678000400003,-73.985749999899994,988208.797845000051893,147918.810839999991003,,,Brooklyn,
BK,87,Limited Free,Cablevision,Steeplechase Park,Stark Ice Rink 6,40.572807999799998,-73.985617000399998,988245.738715999992564,147966.178855000005569,,,Brooklyn,
BK,88,Limited Free,Cablevision,Steeplechase Park,Stark Ice Rink 4,40.572684999700002,-73.985608999899995,988247.968697999953292,147921.367265000008047,,,Brooklyn,
BK,89,Limited Free,Cablevision,Steeplechase Park,Stark Ice Rink 5,40.572694000399999,-73.985601000499997,988250.190478999982588,147924.646785999997519,,,Brooklyn,
BK,90,Limited Free,Cablevision,Gravesend Park,Benches,40.6233,-73.985299999899993,988330.717548000044189,166361.719492000003811,,,Brooklyn,
MN,91,Limited Free,TimeWarner,Riverside Park,On the Hudson River Greenway,40.786000000100003,-73.985000000300005,988403.846995000028983,225638.236765000008745,,,New York,
BK,92,Limited Free,Cablevision,Steeplechase Park,Front of MCU Park,40.574999999900001,-73.984799999800003,988472.570938999997452,148764.817022000002908,,,Brooklyn,
MN,93,Limited Free,TimeWarner,Bryant Park,Southwest Porch,40.753700000199998,-73.984799999900005,988461.27371800004039,213870.281626999989385,,,New York,
BK,94,Limited Free,Cablevision,Gravesend Park,Benches,40.622999999800001,-73.984699999599997,988497.296611999976449,166252.450024999998277,,,Brooklyn,
BK,95,Limited Free,Cablevision,Gravesend Park,Playground,40.624199999799998,-73.984400000400001,988580.4988730000332,166689.656500000011874,,,Brooklyn,
MN,96,Limited Free,TimeWarner,Bryant Park,Witchcraft Express,40.754400000300002,-73.984200000499996,988627.462033999967389,214125.343781000003219,,,New York,
MN,97,Limited Free,TimeWarner,Bryant Park,Seating area near Bryant Park Grill,40.7531999996,-73.983999999600002,988682.953064000001177,213688.154693999997107,,,New York,
BK,98,Limited Free,Cablevision,Gravesend Park,Playground,40.623799999900001,-73.983600000099997,988802.603087999974377,166543.966503000003286,,,Brooklyn,
MN,99,Partner Site,Partner,Bryant Park,Entire park,40.753799999800002,-73.983300000100002,988876.852939000003971,213906.790412000002107,,,New York,
MN,100,Limited Free,TimeWarner,Bryant Park,Track and Field - North East of Park,40.754299999700002,-73.983100000299999,988932.229140999959782,214088.967212999996264,,,New York,
BK,101,Limited Free,Cablevision,Gravesend Park,Playground,40.6235000004,-73.982899999899999,988996.942921999958344,166434.705894000013359,,,Brooklyn,
BK,102,Limited Free,Cablevision,Steeplechase Park,3001-3025 W 15th St,40.575114999699998,-73.982112000200004,989219.29057399998419,148806.855322999996133,,,Brooklyn,
BK,103,Limited Free,Cablevision,Steeplechase Park,3027-3087 W 15th St 2,40.574056000299997,-73.981940999599999,989266.874140999978408,148421.045400000002701,,,Brooklyn,
BK,104,Limited Free,Cablevision,Steeplechase Park,3027-3087 W 15th St,40.573602000199998,-73.981845000199996,989293.577499000006355,148255.647435999999288,,,Brooklyn,
BK,105,Limited Free,Cablevision,Steeplechase Park,3089-3099 W 15th St,40.5732289997,-73.981813000399995,989302.495461000013165,148119.755975999985822,,,Brooklyn,
MN,106,Limited Free,TimeWarner,Bryant Park,Library Steps,40.752699999599997,-73.981800000299998,989292.521727000013925,213506.107485999993514,,,New York,
MN,107,Limited Free,TimeWarner,Hamilton Fish Park,Lobby,40.719499999900002,-73.9818000004,989295.034846000024118,201410.301953999995021,,,New York,
SI,108,Limited Free,TimeWarner,Tompkinsville Park,Entire triangle,40.726399999999998,-73.9818000004,989294.512537000002339,203924.184720999997808,,,Staten Island,
MN,109,Limited Free,TimeWarner,Hamilton Fish Park,Outside Hamilton Fish Recreation Center,40.719800000200003,-73.981499999899995,989378.171818000031635,201519.618664000008721,,,New York,
MN,110,Limited Free,TimeWarner,Hamilton Fish Park,Lobby,40.719900000000003,-73.981500000500006,989378.163944000029005,201556.051662000012584,,,New York,
MN,112,Limited Free,TimeWarner,Hamilton Fish Park,Outside Hamilton Fish Recreation Center,40.720099999699997,-73.981300000299996,989433.588045999989845,201628.929468999995152,,,New York,
BK,113,Limited Free,Cablevision,Steeplechase Park,Brooklyn Beach Shop 2,40.573428999699999,-73.980394000100006,989696.688898000051267,148192.705960999999661,,,Brooklyn,
BK,114,Limited Free,Cablevision,Steeplechase Park,Brooklyn Beach Shop,40.573271999600003,-73.980362999600004,989705.313881000038236,148135.50889699999243,,,Brooklyn,
BK,115,Limited Free,Cablevision,Steeplechase Park,Ruby's Bar & Grill,40.573246000300003,-73.980297999499996,989723.373555999947712,148126.040739999996731,,,Brooklyn,
BK,116,Limited Free,Cablevision,Steeplechase Park,Lola Star Sovenir Boutique,40.573270000000001,-73.980082999999993,989783.100142000010237,148134.797940999997081,,,Brooklyn,
BK,117,Limited Free,Cablevision,Steeplechase Park,Nathan's Famous,40.573286000300001,-73.979828999999995,989853.662008999963291,148140.643401000008453,,,Brooklyn,
BK,118,Limited Free,Cablevision,Steeplechase Park,Nathan's Famous 2,40.573437000399998,-73.979799000200003,989861.983514999970794,148195.658383000001777,,,Brooklyn,
BK,119,Limited Free,Cablevision,Steeplechase Park,Familia Pizzeria,40.573415000300002,-73.978994000300005,990085.620207000058144,148187.69580099999439,,,Brooklyn,
BK,120,Limited Free,Cablevision,Steeplechase Park,Coney Cones,40.573414999900002,-73.978966999700006,990093.121175999986008,148187.697440999996616,,,Brooklyn,
BK,121,Limited Free,Cablevision,Steeplechase Park,Coney Cones 2,40.573403000299997,-73.978849000500006,990125.903262999956496,148183.333604999992531,,,Brooklyn,
BK,122,Limited Free,Cablevision,Steeplechase Park,Paul's Daughter,40.573418999600001,-73.9785220001,990216.744944000034593,148189.184642999985954,,,Brooklyn,
BK,123,Limited Free,Cablevision,Steeplechase Park,Paul's Daughter 2,40.5734440003,-73.9782749994,990285.361277000047266,148198.309952999989036,,,Brooklyn,
BK,125,Limited Free,Cablevision,Steeplechase Park,3000-3098 W 10th St 2,40.574704000099999,-73.978087000000002,990337.474033999955282,148657.372027000004891,,,Brooklyn,
BK,126,Limited Free,Cablevision,Steeplechase Park,3000-3098 W 10th St,40.574289000299999,-73.978075999400005,990340.567858999944292,148506.178103000012925,,,Brooklyn,
BK,127,Limited Free,Cablevision,Steeplechase Park,3000-3098 W 10th St 3,40.575169000099997,-73.978001000199995,990361.322411000030115,148826.789010999986203,,,Brooklyn,
BK,128,Limited Free,Cablevision,Steeplechase Park,Aquarium 1,40.573522999700003,-73.977957999699996,990373.418843999970704,148227.113373000000138,,,Brooklyn,
BK,129,Limited Free,Cablevision,Steeplechase Park,Aquarium 2,40.573523000199998,-73.977755000499997,990429.813415999989957,148227.127807999990182,,,Brooklyn,
BK,130,Limited Free,Cablevision,Steeplechase Park,Aquarium 3,40.5735470001,-73.977272000100001,990563.991952999960631,148235.906006000004709,,,Brooklyn,
BK,131,Limited Free,TimeWarner,Prospect Park,Bandshell near West Dr,40.662800000200001,-73.976400000599995,990797.478691000025719,180753.186115999997128,,,Brooklyn,
BK,132,Limited Free,TimeWarner,Prospect Park,Bandshell near West Dr,40.662999999999997,-73.975800000299998,990963.919958999962546,180826.097058999992441,,,Brooklyn,
BK,134,Limited Free,TimeWarner,Prospect Park,Park - East of Bandshell,40.663500000299997,-73.975499999700006,991047.099582999944687,181008.284359000012046,,,Brooklyn,
BK,138,Limited Free,TimeWarner,Metropolitan Recreation Center,Lobby,40.715000000099998,-73.9604000004,995227.849751999950968,199772.771764000004623,,,Brooklyn,
MN,140,Limited Free,TimeWarner,Recreation Center 54,Basketball Court,40.75,-73.949999999499994,998103.642883999971673,212525.840418000007048,,,New York,
BK,141,Limited Free,Cablevision,Manhattan Beach Park,Park seating area,40.576099999999997,-73.947000000100005,998973.194622999988496,149169.662011999986134,,,Brooklyn,
BK,142,Limited Free,Cablevision,Herbert Von King Park,Multi-purpose room,40.689900000100003,-73.946499999699995,999086.770839000004344,190630.141754999989644,,,Brooklyn,
BK,144,Limited Free,Cablevision,Manhattan Beach Park,Park seating area,40.5762000004,-73.945999999799994,999250.968345999950543,149206.264301999995951,,,Brooklyn,
BK,145,Limited Free,Cablevision,Manhattan Beach Park,Park seating area,40.576200000199997,-73.945500000300001,999389.866033999947831,149206.350258999998914,,,Brooklyn,
BK,146,Limited Free,Cablevision,Manhattan Beach Park,Pathway to Beach,40.575899999699999,-73.945400000199996,999417.7137469999725,149097.069966000010027,,,Brooklyn,
BK,147,Limited Free,Cablevision,Manhattan Beach Park,Park seating area,40.577700000100002,-73.944600000500003,999639.536466000019573,149752.994179000001168,,,Brooklyn,
BK,148,Limited Free,Cablevision,Wingate Park,Bleachers,40.658299999999997,-73.944599999600001,999620.965308999991976,179117.688731000002008,,,Brooklyn,
BK,150,Limited Free,Cablevision,Wingate Park,Running Track/Concert Area,40.658300000300002,-73.944099999599999,999759.692394000012428,179117.776985000004061,,,Brooklyn,
BK,151,Limited Free,Cablevision,Manhattan Beach Park,Beach area,40.5762999998,-73.943999999599995,999806.536459999973886,149243.045396000001347,,,Brooklyn,
BK,152,Limited Free,Cablevision,Manhattan Beach Park,Park seating area,40.577799999600003,-73.943000000400005,1000083.975869999965653,149789.711624999996275,,,Brooklyn,
MN,153,Limited Free,TimeWarner,Jackie Robinson Park,Play area next to pool,40.824799999699998,-73.942300000200007,1000219.152430000016466,239779.34955899999477,,,New York,
BK,154,Limited Free,Cablevision,Manhattan Beach Park,Park seating area,40.576799999800002,-73.942200000200003,1000306.447530000004917,149425.532563999993727,,,Brooklyn,
BK,155,Limited Free,Cablevision,Manhattan Beach Park,Park seating area,40.577100000100003,-73.9415000005,1000500.829690000042319,149534.959181999991415,,,Brooklyn,
BK,156,Limited Free,Cablevision,Manhattan Beach Park,Park seating area,40.577999999900001,-73.940700000000007,1000722.841389999957755,149863.000849000003655,,,Brooklyn,
MN,157,Limited Free,TimeWarner,Hansborough Recreation Center,Game Room,40.812913000099996,-73.939203000600003,1001079.289160000043921,235449.067536999995355,,,New York,
MN,158,Limited Free,TimeWarner,Hansborough Recreation Center,Dance Room,40.812913000099996,-73.939203000600003,1001079.289160000043921,235449.067536999995355,,,New York,
MN,159,Limited Free,TimeWarner,Hansborough Recreation Center,Fitness Room,40.812913000099996,-73.939203000600003,1001079.289160000043921,235449.067536999995355,,,New York,
MN,160,Limited Free,TimeWarner,Hansborough Recreation Center,Computer Resource Room,40.812913000099996,-73.939203000600003,1001079.289160000043921,235449.067536999995355,,,New York,
MN,161,Limited Free,TimeWarner,Hansborough Recreation Center,Roof Top,40.812913000099996,-73.939203000600003,1001079.289160000043921,235449.067536999995355,,,New York,
MN,162,Limited Free,TimeWarner,Hansborough Recreation Center,Basketball Court,40.812913000099996,-73.939203000600003,1001079.289160000043921,235449.067536999995355,,,New York,
MN,163,Limited Free,TimeWarner,Hansborough Recreation Center,Roof Top,40.812913000099996,-73.939203000600003,1001079.289160000043921,235449.067536999995355,,,New York,
MN,164,Limited Free,TimeWarner,Hansborough Recreation Center,Lobby,40.812899999800003,-73.939199999600007,1001080.123149999999441,235444.331654000008712,,,New York,
BK,167,Limited Free,Cablevision,St. John's Recreation Center,Inside recreation center,40.673999999800003,-73.934900000100001,1002308.019970000023022,184839.491263000003528,,,Brooklyn,
BK,168,Limited Free,Cablevision,Marine Park,Exhibit Hall,40.600999999800003,-73.931900000400006,1003160.862760000047274,158244.256724000006216,,,Brooklyn,
BK,169,Limited Free,Cablevision,Marine Park,Front picnic area of nature center,40.604100000300001,-73.931799999999996,1003187.752790000056848,159373.687864000006812,,,Brooklyn,
BK,170,Limited Free,Cablevision,Marine Park,Back Seating area,40.603993000199999,-73.930670999699998,1003501.283990000025369,159334.951065000001108,,,Brooklyn,
BK,171,Limited Free,Cablevision,Marine Park,Library,40.604137000199998,-73.930430000100003,1003568.16312000004109,159387.467035999987274,,,Brooklyn,
BK,172,Limited Free,Cablevision,Marine Park,Front picnic area of nature center,40.604800000399997,-73.930100000300001,1003659.604539999971166,159629.08794399999897,,,Brooklyn,
BK,173,Limited Free,Cablevision,Marine Park,Pathway to nature center,40.6058999997,-73.9284000002,1004131.327350000035949,160030.227233999990858,,,Brooklyn,
BX,176,Limited Free,Cablevision,St. Mary's Park,Gymnasium,40.811499999699997,-73.914299999999997,1007973.219930000021122,234940.025575999985449,,,Bronx,
BX,177,Limited Free,Cablevision,St. Mary's Park,Gymnasium,40.811400000299997,-73.914299999500003,1007973.255690000019968,234903.592249999986961,,,Bronx,
BX,178,Limited Free,Cablevision,St. Mary's Park,Multi-purpose room,40.811600000399999,-73.914200000199997,1008000.865869999979623,234976.486462000000756,,,Bronx,
BX,179,Limited Free,Cablevision,St. Mary's Park,Classroom 2nd floor,40.811500000300001,-73.914099999900003,1008028.583340000011958,234940.080037999985507,,,Bronx,
BX,180,Limited Free,Cablevision,St. Mary's Park,Lobby,40.811499999600002,-73.9139999999,1008056.265039999969304,234940.106941000005463,,,Bronx,
BX,181,Limited Free,Cablevision,St. Mary's Park,Playground area,40.812800000000003,-73.913399999399999,1008221.887080000014976,235413.906847000005655,,,Bronx,
BX,182,Limited Free,Cablevision,St. Mary's Park,Basketball courts,40.812900000200003,-73.913399999700005,1008221.850989999948069,235450.340500999998767,,,Bronx,
QU,183,Limited Free,TimeWarner,Lawrence Virgilio Playground,Near the Woodside Avenue and 38th Road entrance,40.747800000300003,-73.910099999600007,1009159.669329999946058,211733.138263000000734,,,Queens,
QU,184,Limited Free,TimeWarner,Lawrence Virgilio Playground,Near the Woodside Avenue and 54th Street entrance,40.747399999899997,-73.909499999900007,1009326.068929999950342,211587.576547000004211,,,Queens,
QU,185,Limited Free,TimeWarner,Lawrence Virgilio Playground,Near the Woodside Avenue and 55th Street Entrance to Doughboy Plaza,40.746899999599997,-73.908899999699997,1009492.508559999987483,211405.582816000009188,,,Queens,
BK,187,Limited Free,Cablevision,Brownsville Playground,Gymnasium,40.656099999600002,-73.902800000400006,1011219.438180000055581,178326.269709999993211,,,Brooklyn,
BK,188,Limited Free,Cablevision,Brownsville Playground,Weight & Fitness room,40.656700000000001,-73.902800000100001,1011219.195719999959692,178544.866385000001173,,,Brooklyn,
BK,189,Limited Free,Cablevision,Brownsville Playground,Multi-purpose room,40.655900000099997,-73.902799999799996,1011219.519210000056773,178253.404370000003837,,,Brooklyn,
BK,190,Limited Free,Cablevision,Brownsville Playground,Teen Room,40.656399999900003,-73.902700000400003,1011247.063119999947958,178435.598887000000104,,,Brooklyn,
BK,191,Limited Free,Cablevision,Brownsville Playground,Baseball field,40.6571,-73.902699999800006,1011246.779979999992065,178690.628232999995816,,,Brooklyn,
BK,192,Limited Free,Cablevision,Brownsville Playground,Game Room,40.656200000399998,-73.902599999800003,1011274.890490000019781,178362.764387000002898,,,Brooklyn,
BK,193,Limited Free,Cablevision,Brownsville Playground,Lobby,40.656099999699997,-73.902500000299995,1011302.677179999998771,178326.362228999991203,,,Brooklyn,
BK,194,Limited Free,Cablevision,Brownsville Playground,Handball Court,40.657100000100002,-73.902200000400001,1011385.509369999985211,178690.782760000001872,,,Brooklyn,
BK,195,Limited Free,Cablevision,Brownsville Playground,Basketball Courts,40.656999999900002,-73.901399999899994,1011607.517779999994673,178654.598777000006521,,,Brooklyn,
